loc_id,continent,country,geo_l3,geo_l4,geo_l5,geo_l6,geo_l7
21321,South America,Colombia,Bogota,Girarfot,NA,NA,NA
21322,South America,Colombia,Cundinamarca,Girardot,NA,NA,NA
21323,South America,Colombia,Narino,Policarpa,NA,NA,NA
21324,South America,Colombia,Norte de Santander,CUCUTA,NA,NA,NA
21325,South America,Colombia,Cundinamarca,GIRARDOT,NA,NA,NA
21326,South America,Colombia,Cundinamarca,Sibate,NA,NA,NA
21327,South America,Colombia,Narino,Pupiales,NA,NA,NA
21328,South America,Colombia,Bolivar,CARTAGENA,NA,NA,NA
21329,South America,Colombia,Cundinamarca,Anapoima,NA,NA,NA
21330,South America,Colombia,Cundinamarca,CAJICA,NA,NA,NA
21331,South America,Colombia,Meta,Mariquita,NA,NA,NA
21332,South America,Colombia,Bogota,Planadas,NA,NA,NA
21333,South America,Colombia,Meta,RESTREPO,NA,NA,NA
21334,South America,Colombia,Atlantico,SANTA MARTA,NA,NA,NA
21335,South America,Colombia,Meta,GUAMAL,NA,NA,NA
21336,South America,Colombia,Caldas,SUPIA,NA,NA,NA
21337,South America,Colombia,Bogota,Mariquita,NA,NA,NA
21338,South America,Colombia,Cundinamarca,ZIPAQUIRA,NA,NA,NA
21339,South America,Colombia,Narino,Ospina,NA,NA,NA
21340,South America,Colombia,Bolivar,Magangue,NA,NA,NA
21341,South America,Colombia,Magdalena,El Pinon,NA,NA,NA
21342,South America,Colombia,Cundinamarca,Tenjo,NA,NA,NA
21343,South America,Colombia,Cundinamarca,Gachancipa,NA,NA,NA
21344,South America,Colombia,Meta,PUERTO,NA,NA,NA
21345,South America,Colombia,Narino,Tuquerres,NA,NA,NA
21346,South America,Colombia,Tolima,Honda,NA,NA,NA
21347,South America,Colombia,Caldas,Arboleda,NA,NA,NA
21348,South America,Colombia,Tolima,Fresno,NA,NA,NA
21349,South America,Colombia,Tolima,ESPINAL,NA,NA,NA
21350,South America,Colombia,Caldas,Marquetalia,NA,NA,NA
21351,South America,Colombia,Quind\u00edo,Armenia,NA,NA,NA
21352,South America,Colombia,Sucre,Nueva Granada,NA,NA,NA
21353,South America,Colombia,Bogota,Ibague,NA,NA,NA
21354,South America,Colombia,Tolima,Melgar,NA,NA,NA
21355,South America,Colombia,Tolima,PLANADAS,NA,NA,NA
21356,North America,USA,Idaho,Jefferson County,NA,NA,NA
21357,Asia,India,Gujarat,Devbhumi Dwarka,NA,NA,NA
21358,South America,Colombia,Cundinamarca,PACHO,NA,NA,NA
21359,South America,Colombia,Meta,VILLAVICENCIO,NA,NA,NA
21360,South America,Colombia,Risaralda,Mistrato,NA,NA,NA
21361,South America,Colombia,Cundinamarca,Tena,NA,NA,NA
21362,South America,Colombia,Valle del Cauca,Cerrito,NA,NA,NA
21363,North America,USA,Idaho,Lemhi County,NA,NA,NA
21364,North America,USA,Idaho,Bingham County,NA,NA,NA
21365,North America,USA,Idaho,Latah County,NA,NA,NA
21366,North America,USA,Idaho,Baker County,NA,NA,NA
21367,South America,Colombia,Guaviare,NA,NA,NA,NA
21368,North America,USA,Idaho,Elmore County,NA,NA,NA
21369,North America,USA,Idaho,Twin Falls County,NA,NA,NA
21370,North America,USA,Idaho,Adams County,NA,NA,NA
21371,South America,Colombia,Boyaca,TUNJA,NA,NA,NA
21372,South America,Colombia,Valle del Cauca,Pamira,NA,NA,NA
21373,South America,Colombia,Quind\u00edo,La Tebaida,NA,NA,NA
21374,South America,Colombia,Valle del Cauca,Candelaria,NA,NA,NA
21375,North America,USA,Idaho,Clearwater County,NA,NA,NA
21376,South America,Colombia,Cundinamarca,Subachoque,NA,NA,NA
21377,Europe,Austria,Upper Austria,Grieskirchen,Grieskirchen,NA,NA
21378,Europe,Austria,Upper Austria,Wels,Wels,NA,NA
21379,Europe,Austria,Upper Austria,Steyr,Steyr,NA,NA
21380,South America,Colombia,Tolima,Sogamoso,NA,NA,NA
21381,Africa,Botswana,Werda,NA,NA,NA,NA
21382,South America,Colombia,Meta,Cumaral,NA,NA,NA
21383,Europe,Austria,Burgenland,Oberpullendorf,Neutal,NA,NA
21384,Europe,Austria,Burgenland,Oberpullendorf,Horitschon,NA,NA
21385,Europe,Austria,Burgenland,Neusiedl am See,Zurndorf,NA,NA
21386,Europe,Austria,Burgenland,Gussing,Stinatz,NA,NA
21387,Europe,Austria,Burgenland,Oberwart,Oberwart,NA,NA
21388,Europe,Austria,Burgenland,Jennersdorf,Konigsdorf,NA,NA
21389,Europe,Austria,Burgenland,Eisenstadt-Umgebung,Mullendorf,NA,NA
21390,Asia,India,Telangana,Kumrambeem,NA,NA,NA
21391,Asia,India,Telangana,Srikakulam,NA,NA,NA
21392,Asia,India,Telangana,Bhupalpally,NA,NA,NA
21393,Europe,Austria,Vienna,Vienna,Vienna,NA,NA
21394,Europe,Czech Republic,South Moravian Region,Tvarozna,NA,NA,NA
21395,Africa,Kenya,Kisumu Kenya,Kisumu Kenya,NA,NA,NA
21396,Asia,India,Gujarat,Gandhidham,NA,NA,NA
21397,Asia,India,Gujarat,Kutchh,NA,NA,NA
21398,Europe,Czech Republic,South Moravian Region,Podivin,NA,NA,NA
21399,Europe,Austria,Styria,Liezen,oblarn,NA,NA
21400,Europe,Czech Republic,South Moravian Region,Domasov u Brna,NA,NA,NA
21401,Europe,Czech Republic,South Moravian Region,Satov,NA,NA,NA
21402,Europe,Czech Republic,Pardubice Region,Bela nad Svitavou,NA,NA,NA
21403,Europe,Austria,Carinthia,Sankt Veit an der Glan,St Veit an der Glan,NA,NA
21404,Europe,Czech Republic,Hradec Kr\u0102\u02c7love Region,Hradec Kralove,NA,NA,NA
21405,Europe,Czech Republic,South Bohemian Region,Cesk\u0102\u00a9 Budejovice,NA,NA,NA
21406,Europe,Czech Republic,Pardubice Region,Nasavrky,NA,NA,NA
21407,Europe,Czech Republic,South Moravian Region,Hrabetice,NA,NA,NA
21408,Europe,Czech Republic,South Moravian Region,Modrice,NA,NA,NA
21409,Europe,Czech Republic,South Moravian Region,Jaroslavice,NA,NA,NA
21410,Asia,Maldives,TH Dhiyamigili,NA,NA,NA,NA
21411,Europe,Czech Republic,South Moravian Region,Vlasatice,NA,NA,NA
21412,Europe,Czech Republic,Zlin Region,Stitna nad Vlari,NA,NA,NA
21413,Europe,Czech Republic,South Moravian Region,Miroslav,NA,NA,NA
21414,Europe,Czech Republic,South Moravian Region,Kobyli,NA,NA,NA
21415,Europe,Austria,Carinthia,Volkermarkt,Kuhnsdorf,NA,NA
21416,Europe,Czech Republic,Vysocina Region,Snezne,NA,NA,NA
21417,Europe,Austria,Carinthia,Sankt Veit an der Glan,Treibach-Althofen,NA,NA
21418,Europe,Austria,Carinthia,Klagenfurt-Land,Grafenstein,NA,NA
21419,Asia,Maldives,GA Maamendhoo,NA,NA,NA,NA
21420,Europe,Czech Republic,South Moravian Region,Horni Dunajovice,NA,NA,NA
21421,Europe,Czech Republic,South Moravian Region,Strachotice,NA,NA,NA
21422,Europe,Czech Republic,South Moravian Region,Kravsko,NA,NA,NA
21423,Asia,Maldives,ADh Omadhoo,NA,NA,NA,NA
21424,North America,USA,New Jersey,Hunterdon County,NA,NA,NA
21425,Asia,Maldives,ADh Mahibadhoo,NA,NA,NA,NA
21426,Asia,Maldives,V Keyodhoo,NA,NA,NA,NA
21427,Asia,Maldives,Th Dhiyamigili,NA,NA,NA,NA
21428,Europe,Czech Republic,South Moravian Region,Boleradice,NA,NA,NA
21429,Europe,Czech Republic,Zlin Region,Litencice,NA,NA,NA
21430,Europe,Czech Republic,South Moravian Region,Nasedlovice,NA,NA,NA
21431,Asia,Maldives,L Fonadhoo,NA,NA,NA,NA
21432,Europe,Czech Republic,South Moravian Region,Perna,NA,NA,NA
21433,Europe,Czech Republic,Vysocina Region,Bobrova,NA,NA,NA
21434,Europe,Poland,Wielkopolskie,Kepinski,NA,NA,NA
21435,South America,Chile,Araucan\u00eda,Cunco,NA,NA,NA
21436,North America,USA,Arizona,Franklin County,NA,NA,NA
21437,North America,USA,Minnesota,Cass County,NA,NA,NA
21438,Europe,Czech Republic,Vysocina Region,Lipa,NA,NA,NA
21439,Europe,Czech Republic,South Moravian Region,Krumvir,NA,NA,NA
21440,Europe,Czech Republic,South Moravian Region,Zabcice,NA,NA,NA
21441,Europe,Czech Republic,South Moravian Region,Sokolnice,NA,NA,NA
21442,Europe,Czech Republic,South Moravian Region,Brezany,NA,NA,NA
21443,Europe,Czech Republic,South Moravian Region,Kunstat na Morave,NA,NA,NA
21444,Asia,Maldives,GA Vilingili,NA,NA,NA,NA
21445,Asia,Maldives,GA Kolamaafushi,NA,NA,NA,NA
21446,Europe,Czech Republic,Vysocina Region,Rouchovany,NA,NA,NA
21447,Europe,Czech Republic,South Moravian Region,Troubsko,NA,NA,NA
21448,Europe,Czech Republic,South Moravian Region,Hosteradice,NA,NA,NA
21449,Europe,Czech Republic,Vysocina Region,Vyskytna nad Jihlavou,NA,NA,NA
21450,Europe,Czech Republic,Vysocina Region,Ledec nad Sazavou,NA,NA,NA
21451,Europe,Czech Republic,South Moravian Region,Lodenice u Moravskeho Krumlova,NA,NA,NA
21452,South America,Chile,Araucan\u00eda,Angol,NA,NA,NA
21453,South America,Chile,Araucan\u00eda,Curacautin,NA,NA,NA
21454,South America,Chile,La Araucania,Puren,NA,NA,NA
21455,North America,USA,Montana,Wibaux County,NA,NA,NA
21456,Asia,Maldives,Maamendhoo,NA,NA,NA,NA
21457,Europe,Belgium,Ellikom,NA,NA,NA,NA
21458,South America,Chile,La Araucania,Ercilla,NA,NA,NA
21459,Europe,Czech Republic,South Moravian Region,Bohdalice,NA,NA,NA
21460,Europe,Poland,Podlaskie,Suwalkach,NA,NA,NA
21461,Europe,Czech Republic,Zlin Region,Morkovice-Slizany,NA,NA,NA
21462,Europe,Czech Republic,South Moravian Region,Drnovice,NA,NA,NA
21463,Europe,Czech Republic,South Moravian Region,Kretin,NA,NA,NA
21464,Europe,Poland,Wielkopolskie,Sremski,NA,NA,NA
21465,Europe,Czech Republic,Vysocina Region,Ceska Bela,NA,NA,NA
21466,Asia,Maldives,KKuda Bandos,NA,NA,NA,NA
21467,Europe,Czech Republic,South Moravian Region,Rajhrad,NA,NA,NA
21468,Europe,Czech Republic,South Moravian Region,Zajeci,NA,NA,NA
21469,Europe,Czech Republic,South Moravian Region,Dolni Dunajovice,NA,NA,NA
21470,Europe,France,Auvergne-Rhone-Alpes,AUBIERE,NA,NA,NA
21471,Europe,France,Bretagne,Sevignac,NA,NA,NA
21472,Africa,Morocco,Sidi Slimane,NA,NA,NA,NA
21473,Asia,Thailand,Tak,Mae Sot,NA,NA,NA
21474,Asia,Indonesia,Kalimantan Selatan,NA,NA,NA,NA
21475,South America,Colombia,Santander,San Gil,NA,NA,NA
21476,South America,Colombia,Antioquia,Itagu\u00ed,NA,NA,NA
21477,South America,Colombia,Cordoba,Mercaderes,NA,NA,NA
21478,Asia,Indonesia,Sulawesi Barat,NA,NA,NA,NA
21479,Asia,Indonesia,Kalimantan Barat,NA,NA,NA,NA
21480,Asia,Indonesia,Sulawesi Utara,NA,NA,NA,NA
21481,Europe,Spain,Galicia,Santiago De Compostela,Santa Comba,NA,NA
21482,Europe,Spain,Catalunya,Reus,NA,NA,NA
21483,Asia,Indonesia,Jawa Barat,NA,NA,NA,NA
21484,Europe,Montenegro,Herceg Novi,NA,NA,NA,NA
21485,Europe,France,Auvergne-Rhone-Alpes,CLERMONT FERRAND,NA,NA,NA
21486,Europe,France,Auvergne-Rhone-Alpes,VEYRE MONTON,NA,NA,NA
21487,Europe,France,Auvergne-Rhone-Alpes,PONT DU CHATEAU,NA,NA,NA
21488,Europe,France,Auvergne-Rhone-Alpes,ST BONNET PRES RIOM,NA,NA,NA
21489,Europe,France,Auvergne-Rhone-Alpes,COMBRONDE,NA,NA,NA
21490,Europe,France,Auvergne-Rhone-Alpes,ROYAT,NA,NA,NA
21491,Europe,France,Auvergne-Rhone-Alpes,BEAUREGARD L EVEQUE,NA,NA,NA
21492,Europe,France,Auvergne-Rhone-Alpes,MONTLUCON,NA,NA,NA
21493,Europe,Poland,Mazowieckie,Warszawa Zachod,NA,NA,NA
21494,Europe,France,Auvergne-Rhone-Alpes,GERZAT,NA,NA,NA
21495,Europe,France,Auvergne-Rhone-Alpes,CLERMONT-FERRAND,NA,NA,NA
21496,Europe,France,Auvergne-Rhone-Alpes,CULHAT,NA,NA,NA
21497,Europe,France,Auvergne-Rhone-Alpes,CEBAZAT,NA,NA,NA
21498,Europe,Poland,Mazowieckie,Grojec,NA,NA,NA
21499,Europe,Spain,Galicia,Santiago De Compostela,Taboada,NA,NA
21500,Europe,France,Auvergne-Rhone-Alpes,RIOM,NA,NA,NA
21501,Europe,France,Auvergne-Rhone-Alpes,THIERS,NA,NA,NA
21502,Europe,France,Auvergne-Rhone-Alpes,GARDANNE,NA,NA,NA
21503,Europe,Poland,Mazowieckie,Minsk,NA,NA,NA
21504,Europe,France,Auvergne-Rhone-Alpes,ST FLOUR,NA,NA,NA
21505,Europe,France,Auvergne-Rhone-Alpes,CHARBONNIERES LES VIEILLES,NA,NA,NA
21506,Europe,France,Auvergne-Rhone-Alpes,CHATEL-GUYON,NA,NA,NA
21507,Europe,France,Auvergne-Rhone-Alpes,VERGONGHEON,NA,NA,NA
21508,Europe,France,Auvergne-Rhone-Alpes,ST IGNAT,NA,NA,NA
21509,Europe,Poland,Mazowieckie,Sokolow,NA,NA,NA
21510,North America,USA,Missouri,Macon,NA,NA,NA
21511,Europe,France,Auvergne-Rhone-Alpes,CHAMALIERES,NA,NA,NA
21512,Europe,Spain,Galicia,Santiago De Compostela,Vila De Cruces,NA,NA
21513,North America,USA,Indiana,Macon,NA,NA,NA
21514,North America,USA,Iowa,Cass,NA,NA,NA
21515,Europe,France,Auvergne-Rhone-Alpes,BEAUMONT,NA,NA,NA
21516,Europe,France,Auvergne-Rhone-Alpes,BLANZAT,NA,NA,NA
21517,Europe,France,Auvergne-Rhone-Alpes,LEMPDES,NA,NA,NA
21518,North America,USA,Illinois,Saint Clair,NA,NA,NA
21519,North America,USA,Illinois,Lawrence,NA,NA,NA
21520,Europe,France,Auvergne-Rhone-Alpes,LA ROCHE BLANCHE,NA,NA,NA
21521,North America,USA,Missouri,Bureau,NA,NA,NA
21522,North America,USA,Illinois,Wabash,NA,NA,NA
21523,Europe,Poland,Mazowieckie,Sokolow Podl,NA,NA,NA
21524,Europe,Poland,Mazowieckie,Minsk Maz,NA,NA,NA
21525,Europe,Poland,Pomorskie,Koscierzynski,NA,NA,NA
21526,Europe,Poland,Mazowieckie,Radzyn,Warszawa,NA,NA
21527,Europe,Poland,Mazowieckie,Kozienice,NA,NA,NA
21528,Europe,Poland,Mazowieckie,Wegrowski,NA,NA,NA
21529,Europe,Poland,Mazowieckie,Ozarow Maz,NA,NA,NA
21530,Europe,Poland,Mazowieckie,Ostrow Maz,NA,NA,NA
21531,Europe,France,Auvergne-Rhone-Alpes,LA COLLE SUR LOUP,NA,NA,NA
21532,Europe,France,Auvergne-Rhone-Alpes,PERIGNAT LES SARLIEVRE,NA,NA,NA
21533,Europe,France,Auvergne-Rhone-Alpes,CLERMONT-FD,NA,NA,NA
21534,Europe,France,Auvergne-Rhone-Alpes,LES ANCIZES COMPS,NA,NA,NA
21535,Europe,Spain,Catalunya,Sant Just Desvern,NA,NA,NA
21536,Europe,France,Auvergne-Rhone-Alpes,BRIOUDE,NA,NA,NA
21537,Europe,Poland,Mazowieckie,Grodzisk Maz,NA,NA,NA
21538,Europe,Poland,Mazowieckie,Szydlowiec,NA,NA,NA
21539,Europe,France,Auvergne-Rhone-Alpes,CHIDRAC,NA,NA,NA
21540,South America,Colombia,Antioquia,El Penol,NA,NA,NA
21541,North America,El Salvador,Cuscatlan,CANDELARIA,NA,NA,NA
21542,North America,El Salvador,La Libertad,HUIZUCAR,NA,NA,NA
21543,North America,El Salvador,San Salvador,AYUTUXTEPEQUE,NA,NA,NA
21544,North America,El Salvador,Chalatenango,LA PALMA,NA,NA,NA
21545,North America,El Salvador,San Miguel,NUEVA GUADALUPE,NA,NA,NA
21546,North America,El Salvador,Usulutan,OZATLAN,NA,NA,NA
21547,North America,El Salvador,Chalatenango,CHALATENANGO,NA,NA,NA
21548,North America,El Salvador,Chalatenango,EL CARRIZAL,NA,NA,NA
21549,North America,El Salvador,Sonsonate,ACAJUTLA,NA,NA,NA
21550,North America,El Salvador,La Paz,SAN LUIS LA HERRADURA,NA,NA,NA
21551,North America,El Salvador,La Paz,OLOCUILTA,NA,NA,NA
21552,South America,Colombia,Antioquia,El Carmen De Viboral,NA,NA,NA
21553,South America,Colombia,Antioquia,Granada,NA,NA,NA
21554,Europe,Slovakia,PopradNova Lesna,NA,NA,NA,NA
21555,Europe,Slovakia,Trvdosin,NA,NA,NA,NA
21556,Europe,Slovakia,Popudinske Mocidlany,NA,NA,NA,NA
21557,South America,Argentina,Entre R\u00edos,NA,NA,NA,NA
21558,North America,El Salvador,La Libertad,SANTA TECLA,NA,NA,NA
21559,North America,El Salvador,La Libertad,QUEZALTEPEQUE,NA,NA,NA
21560,North America,El Salvador,La Libertad,CIUDAD ARCE,NA,NA,NA
21561,South America,Argentina,R\u00edo Negro,NA,NA,NA,NA
21562,North America,El Salvador,Usulutan,MERCEDES UMANA,NA,NA,NA
21563,North America,El Salvador,Usulutan,ESTANZUELAS,NA,NA,NA
21564,Europe,Slovakia,Beograd?,NA,NA,NA,NA
21565,Africa,Ethiopia,Addis Ababa,Niface Silk Lafito Woreda 02,NA,NA,NA
21566,Africa,Ethiopia,Addis Ababa,Akaki Kality Woreda 05,NA,NA,NA
21567,South America,Colombia,Nari\u00f1o,Samaniego,NA,NA,NA
21568,Africa,Ethiopia,Addis Ababa,Yeka,NA,NA,NA
21569,Africa,Ethiopia,Addis Ababa,Kirkose,NA,NA,NA
21570,Africa,Ethiopia,Addis Ababa,Bole,NA,NA,NA
21571,Africa,Ethiopia,Addis Ababa,AkakiKality,NA,NA,NA
21572,Africa,Ethiopia,Addis Ababa,Nefassilk Lafto,NA,NA,NA
21573,Africa,Ethiopia,Addis Ababa,AddisKetema,NA,NA,NA
21574,South America,Colombia,Choco,San Jose del Palmar,NA,NA,NA
21575,Africa,Ethiopia,Addis Ababa,Lideta,NA,NA,NA
21576,South America,Colombia,Valle Del Cauca,Jamundi,NA,NA,NA
21577,South America,Colombia,Quindio,Buenavista,NA,NA,NA
21578,South America,Colombia,Montenegro,Quindio,NA,NA,NA
21579,South America,Colombia,Valle Del Cauca,Pradera,NA,NA,NA
21580,South America,Argentina,Neuqu\u00e9n,NA,NA,NA,NA
21581,South America,Argentina,C\u00f3rdoba,NA,NA,NA,NA
21582,North America,El Salvador,San Salvador,SAN SALVADOR,NA,NA,NA
21583,South America,Colombia,Valle Del Cauca,Candelaria,NA,NA,NA
21584,South America,Colombia,Valle Del Cauca,Palmira,NA,NA,NA
21585,Europe,France,Auvergne-Rhone-Alpes,Loire,NA,NA,NA
21586,Europe,France,Bourgogne-Franche-Comte,Doubs,NA,NA,NA
21587,South America,Colombia,Valle Del Cauca,Buga,NA,NA,NA
21588,Europe,France,Auvergne-Rhone-Alpes,Rhone,NA,NA,NA
21589,Europe,France,Provence-Alpes-Cote d'Azur,Bouches-du-Rhone,NA,NA,NA
21590,Europe,Slovakia,Slovenska Nova Ves,NA,NA,NA,NA
21591,Europe,France,Nouvelle-Aquitaine,Pyrenees-Atlantiques,NA,NA,NA
21592,Europe,France,Nouvelle-Aquitaine,Landes,NA,NA,NA
21593,Europe,France,Nouvelle-Aquitaine,Gironde,NA,NA,NA
21594,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,NA,NA,NA
21595,Europe,France,Provence-Alpes-Cote d'Azur,Alpes-Maritimes,NA,NA,NA
21596,Europe,France,Hauts-de-France,Nord,NA,NA,NA
21597,Europe,France,Nouvelle-Aquitaine,Correze,NA,NA,NA
21598,South America,Colombia,Valle Del Cauca,Buenaventura,NA,NA,NA
21599,South America,Colombia,Quindio,Calarca,NA,NA,NA
21600,South America,Colombia,Valle Del Cauca,Cerrito,NA,NA,NA
21601,Europe,France,Auvergne-Rhone-Alpes,Drome,NA,NA,NA
21602,Europe,France,Bretagne,Ille-et-Vilaine,NA,NA,NA
21603,South America,Colombia,Caldas,Filadelfia,NA,NA,NA
21604,South America,Colombia,Caldas,Villa Maria,NA,NA,NA
21605,South America,Chile,Libertador General Bernardo O Higgins,Rancagua,NA,NA,NA
21606,Europe,France,Nouvelle-Aquitaine,Charente-Maritime,NA,NA,NA
21607,Europe,France,Nouvelle-Aquitaine,Deux-Sevres,NA,NA,NA
21608,Europe,France,Hauts-de-France,Oise,NA,NA,NA
21609,Europe,Slovakia,Ziar Nad Hronom,NA,NA,NA,NA
21610,Europe,Slovakia,Topoolcany,NA,NA,NA,NA
21611,Europe,Slovakia,Ilava reigon,NA,NA,NA,NA
21612,Europe,Slovakia,Zamarovce,NA,NA,NA,NA
21613,Europe,France,Corse,Corse-du-Sud,NA,NA,NA
21614,Europe,France,Auvergne-Rhone-Alpes,Savoie,NA,NA,NA
21615,Europe,France,Nouvelle-Aquitaine,Dordogne,NA,NA,NA
21616,Europe,Slovakia,Male Stankovce,NA,NA,NA,NA
21617,Europe,France,Auvergne-Rhone-Alpes,Isere,NA,NA,NA
21618,Europe,France,Grand Est,Vosges,NA,NA,NA
21619,Europe,Slovakia,Secnica,NA,NA,NA,NA
21620,Europe,France,Grand Est,Meurthe-et-Moselle,NA,NA,NA
21621,Europe,Kosovo,Obiliq,NA,NA,NA,NA
21622,Europe,Kosovo,F Kosove,NA,NA,NA,NA
21623,Europe,Slovakia,trencin reigon,NA,NA,NA,NA
21624,Europe,Slovakia,Brodske,NA,NA,NA,NA
21625,Europe,Slovakia,Pruske - Podvazie,NA,NA,NA,NA
21626,Europe,France,Grand Est,Haut-Rhin,NA,NA,NA
21627,Europe,France,Auvergne-Rhone-Alpes,Haute-Loire,NA,NA,NA
21628,Europe,Slovakia,Dunasjka Streda,NA,NA,NA,NA
21629,Europe,France,Grand Est,Bas-Rhin,NA,NA,NA
21630,Europe,France,Auvergne-Rhone-Alpes,Ain,NA,NA,NA
21631,Europe,France,Auvergne-Rhone-Alpes,Puy-de-Dome,NA,NA,NA
21632,Asia,Malaysia,Pitas,NA,NA,NA,NA
21633,Europe,Kosovo,Graqanic,NA,NA,NA,NA
21634,Europe,France,Auvergne-Rhone-Alpes,Ardeche,NA,NA,NA
21635,Europe,Kosovo,Kline,NA,NA,NA,NA
21636,South America,Brazil,Rio de Janeiro,Comendador Levy Gasparian,NA,NA,NA
21637,Europe,France,Nouvelle-Aquitaine,Vienne,NA,NA,NA
21638,Europe,France,Bourgogne-Franche-Comte,Saone-et-Loire,NA,NA,NA
21639,Europe,France,Auvergne-Rhone-Alpes,Allier,NA,NA,NA
21640,Europe,France,Nouvelle-Aquitaine,Creuse,NA,NA,NA
21641,Europe,France,Grand Est,Aube,NA,NA,NA
21642,Europe,France,Hauts-de-France,Somme,NA,NA,NA
21643,Europe,France,Nouvelle-Aquitaine,Haute-Vienne,NA,NA,NA
21644,Europe,France,Centre-Val de Loire,Cher,NA,NA,NA
21645,Europe,France,Auvergne-Rhone-Alpes,Cantal,NA,NA,NA
21646,Europe,France,Nouvelle-Aquitaine,Charente,NA,NA,NA
21647,Europe,France,Normandie,Calvados,NA,NA,NA
21648,Europe,Slovakia,Stara Lubona,NA,NA,NA,NA
21649,Europe,Slovakia,Horne Slazany,NA,NA,NA,NA
21650,South America,Chile,Metropolitana de Santiago,Recoleta,NA,NA,NA
21651,South America,Chile,Metropolitana de Santiago,Nunoa,NA,NA,NA
21652,South America,Chile,Metropolitana de Santiago,SanRamon,NA,NA,NA
21653,South America,Chile,Metropolitana de Santiago,LasCondes,NA,NA,NA
21654,North America,Panama,Metropolitan,NA,NA,NA,NA
21655,Asia,Thailand,Chumphon,NA,NA,NA,NA
21656,South America,Brazil,Roraima,Sao Luiz,NA,NA,NA
21657,South America,Brazil,Roraima,Amajari,NA,NA,NA
21658,South America,Brazil,Roraima,Caroebe,NA,NA,NA
21659,South America,Brazil,Roraima,Alto Alegre,NA,NA,NA
21660,South America,Brazil,Roraima,Canta,NA,NA,NA
21661,South America,Brazil,Roraima,Mucajai,NA,NA,NA
21662,South America,Brazil,Roraima,Sao Joao da Baliza,NA,NA,NA
21663,South America,Brazil,Roraima,Rorainopolis,NA,NA,NA
21664,South America,Brazil,Sao Paulo,Lavinia,NA,NA,NA
21665,South America,Colombia,Cauca,Santander de Quilichao,NA,NA,NA
21666,South America,Brazil,Roraima,Caracarai,NA,NA,NA
21667,South America,Brazil,Roraima,Normandia,NA,NA,NA
21668,South America,Brazil,Roraima,Iracema,NA,NA,NA
21669,North America,Mexico,Nuevo Leon,Santa Catarina,NA,NA,NA
21670,North America,Mexico,Coahuila,Saltillo,NA,NA,NA
21671,North America,Mexico,Coahuila,Torreon,NA,NA,NA
21672,South America,Peru,Madre De Dios,NA,NA,NA,NA
21673,Europe,Czech Republic,Karlovy Vary Region,Sokolov,Nove Sedlo,NA,NA
21674,Europe,Czech Republic,Prague,Prague,Prague 4,NA,NA
21675,Europe,Czech Republic,Usti nad Labem Region,Decin,Decin XVII-Jaluvci,NA,NA
21676,Europe,Czech Republic,Usti nad Labem Region,Chomutov,Chomutov,NA,NA
21677,Africa,South Africa,FREE STATE,NA,NA,NA,NA
21678,Europe,Czech Republic,Usti nad Labem Region,Usti nad Labem,Povrly,NA,NA
21679,North America,Guatemala,Guatemala,Quiche,NA,NA,NA
21680,Africa,South Africa,WESTERN CAPE,NA,NA,NA,NA
21681,Europe,Bosnia and Herzegovina,Ljubuski,NA,NA,NA,NA
21682,Europe,Bosnia and Herzegovina,Stolac,NA,NA,NA,NA
21683,Europe,Bosnia and Herzegovina,Jablanica,NA,NA,NA,NA
21684,North America,Guatemala,Guatemala,Alta Verapaz,NA,NA,NA
21685,Europe,Czech Republic,Pilsen Region,Pilsen-south,Stod,NA,NA
21686,Europe,Czech Republic,Usti nad Labem Region,Most,Most,NA,NA
21687,Europe,Czech Republic,Usti nad Labem Region,Usti nad Labem,Rehlovice,NA,NA
21688,North America,Guatemala,Guatemala,Chimaltenango,NA,NA,NA
21689,North America,Guatemala,Guatemala,Escuintla,NA,NA,NA
21690,Europe,Czech Republic,South Bomemian Region,Pisek,Hrejkovice,NA,NA
21691,Europe,Czech Republic,Central Bohemian Region,Melnik,Stremy,NA,NA
21692,Europe,Czech Republic,Central Bohemian Region,Melnik,Velky Borek,NA,NA
21693,Europe,Czech Republic,Prague,Prague,Prague 6,NA,NA
21694,Europe,Czech Republic,Prague,Prague,Prague 10,NA,NA
21695,Europe,Czech Republic,Pilsen Region,Pilsen,Pilsen,NA,NA
21696,Europe,Czech Republic,Usti nad Labem Region,Decin,Decin I-,NA,NA
21697,Europe,Czech Republic,Central Bohemian Region,Prague-west,Hostivice,NA,NA
21698,Europe,Czech Republic,Central Bohemian Region,Prague-east,Nehvizdky - Nehvizdy,NA,NA
21699,Europe,Czech Republic,Prague,Prague,Prague 14,NA,NA
21700,Europe,Czech Republic,Moravian-Silesian Region,Frydlant nad Ostravici,Pstruzi,NA,NA
21701,Europe,Czech Republic,Prague,Prague,Prague 13 - Prague 5,NA,NA
21702,Europe,Czech Republic,Moravian-Silesian Region,Ostrava,Vratimov,NA,NA
21703,Europe,Czech Republic,Moravian-Silesian region,Ostrava,Ostrava,NA,NA
21704,Europe,Czech Republic,Moravian-Silesian region,Karvina,Horni Sucha,NA,NA
21705,Europe,Czech Republic,Moravian-Silesian Region,Central Bohemian Region,Jenstejn,NA,NA
